postal_code,district,district_grp,state,zone,metro,tier,city
501101,k.v.rangareddy,k.v.rangareddy,telangana,south,no,tier3,ranga reddy
501102,hyderabad,hyderabad,telangana,south,yes,tier1,ranga reddy
501106,k.v.rangareddy,k.v.rangareddy,telangana,south,no,tier3,ranga reddy
501111,k.v.rangareddy,k.v.rangareddy,telangana,south,no,tier3,ranga reddy
501121,k.v.rangareddy,k.v.rangareddy,telangana,south,no,tier3,ranga reddy
501141,k.v.rangareddy,k.v.rangareddy,telangana,south,no,tier3,agnoor
501142,k.v.rangareddy,k.v.rangareddy,telangana,south,no,tier3,ranga reddy
501143,k.v.rangareddy,k.v.rangareddy,telangana,south,no,tier3,agnoor
501144,k.v.rangareddy,k.v.rangareddy,telangana,south,no,tier3,ranga reddy
501158,k.v.rangareddy,k.v.rangareddy,telangana,south,no,tier3,ranga reddy
501202,k.v.rangareddy,k.v.rangareddy,telangana,south,no,tier3,ranga reddy
501203,k.v.rangareddy,k.v.rangareddy,telangana,south,no,tier3,rangareddy
501218,k.v.rangareddy,k.v.rangareddy,telangana,south,no,tier3,rangareddy
501301,k.v.rangareddy,k.v.rangareddy,telangana,south,no,tier3,hyderabad
501359,k.v.rangareddy,k.v.rangareddy,telangana,south,no,tier3,ranga reddy
501401,k.v.rangareddy,k.v.rangareddy,telangana,south,no,tier3,hyderabad
501501,k.v.rangareddy,k.v.rangareddy,telangana,south,no,tier3,ainapur
501502,k.v.rangareddy,k.v.rangareddy,telangana,south,no,tier3,ranga reddy
501503,k.v.rangareddy,k.v.rangareddy,telangana,south,no,tier3,ranga reddy
501504,k.v.rangareddy,k.v.rangareddy,telangana,south,no,tier3,rangareddy
501505,k.v.rangareddy,k.v.rangareddy,telangana,south,no,tier3,rangareddy
501506,k.v.rangareddy,k.v.rangareddy,telangana,south,no,tier3,ibrahimpatnam
501508,k.v.rangareddy,k.v.rangareddy,telangana,south,no,tier3,ranga reddy
501509,k.v.rangareddy,k.v.rangareddy,telangana,south,no,tier3,ranga reddy
501510,k.v.rangareddy,k.v.rangareddy,telangana,south,no,tier3,rangareddy
501511,k.v.rangareddy,k.v.rangareddy,telangana,south,no,tier3,hyderabad
501512,k.v.rangareddy,k.v.rangareddy,telangana,south,no,tier3,rangareddy
502001,medak,medak,telangana,south,no,tier3,sangareddy
502032,medak,medak,telangana,south,no,tier3,hyderabad
502101,medak,medak,telangana,south,no,tier3,medak
502102,medak,medak,telangana,south,no,tier3,medak
502103,medak,medak,telangana,south,no,tier3,siddipet
502107,medak,medak,telangana,south,no,tier3,medak
502108,medak,medak,telangana,south,no,tier3,medak
502109,medak,medak,telangana,south,no,tier3,medak
502110,medak,medak,telangana,south,no,tier3,medak
502113,medak,medak,telangana,south,no,tier3,medak
502114,medak,medak,telangana,south,no,tier3,medak
502115,medak,medak,telangana,south,no,tier3,medak
502117,medak,medak,telangana,south,no,tier3,medak
502125,medak,medak,telangana,south,no,tier3,medak
502130,medak,medak,telangana,south,no,tier3,medak
502205,medak,medak,telangana,south,no,tier3,hyderabad
502210,medak,medak,telangana,south,no,tier3,medak
502220,medak,medak,telangana,south,no,tier3,zaheerabad
502221,medak,medak,telangana,south,no,tier3,medak
502228,medak,medak,telangana,south,no,tier3,medak
502246,medak,medak,telangana,south,no,tier3,medak
502247,medak,medak,telangana,south,no,tier3,medak
502248,medak,medak,telangana,south,no,tier3,medak
502249,medak,medak,telangana,south,no,tier3,medak
502251,medak,medak,telangana,south,no,tier3,medak
502255,medak,medak,telangana,south,no,tier3,medak
502256,medak,medak,telangana,south,no,tier3,medak
502257,medak,medak,telangana,south,no,tier3,medak
502267,medak,medak,telangana,south,no,tier3,medak
502269,medak,medak,telangana,south,no,tier3,medak
502270,medak,medak,telangana,south,no,tier3,medak
502271,medak,medak,telangana,south,no,tier3,medak
502273,medak,medak,telangana,south,no,tier3,medak
502276,medak,medak,telangana,south,no,tier3,medak
502277,medak,medak,telangana,south,no,tier3,medak
502278,medak,medak,telangana,south,no,tier3,medak
502279,medak,medak,telangana,south,no,tier3,medak
502280,medak,medak,telangana,south,no,tier3,medak
502281,medak,medak,telangana,south,no,tier3,medak
502285,medak,medak,telangana,south,no,tier3,sangareddy
502286,medak,medak,telangana,south,no,tier3,narayankhed
502287,medak,medak,telangana,south,no,tier3,medak
502290,medak,medak,telangana,south,no,tier3,medak
502291,medak,medak,telangana,south,no,tier3,sadasivpet
502293,medak,medak,telangana,south,no,tier3,sangareddy
502294,medak,medak,telangana,south,no,tier3,sangareddy
502295,medak,medak,telangana,south,no,tier3,sangareddy
502296,medak,medak,telangana,south,no,tier3,sangareddy
502300,medak,medak,telangana,south,no,tier3,patancheru
502301,medak,medak,telangana,south,no,tier3,medak
502302,medak,medak,telangana,south,no,tier3,medak
502303,medak,medak,telangana,south,no,tier3,medak
502305,medak,medak,telangana,south,no,tier3,medak
502306,medak,medak,telangana,south,no,tier3,medak
502307,medak,medak,telangana,south,no,tier3,hyderabad
502310,medak,medak,telangana,south,no,tier3,medak
502311,medak,medak,telangana,south,no,tier3,medak
502312,medak,medak,telangana,south,no,tier3,medak
502313,medak,medak,telangana,south,no,tier3,narsapur
502314,medak,medak,telangana,south,no,tier3,narsapur
502316,medak,medak,telangana,south,no,tier3,narsapur
502318,medak,medak,telangana,south,no,tier3,medak
502319,medak,medak,telangana,south,no,tier3,hyderabad
502321,medak,medak,telangana,south,no,tier3,medak
502324,medak,medak,telangana,south,no,tier3,hyderabad
502325,medak,medak,telangana,south,no,tier3,hyderabad
502329,medak,medak,telangana,south,no,tier3,hyderabad
502331,medak,medak,telangana,south,no,tier3,medak
502334,medak,medak,telangana,south,no,tier3,medak
502335,medak,medak,telangana,south,no,tier3,medak
502336,medak,medak,telangana,south,no,tier3,medak
502345,medak,medak,telangana,south,no,tier3,sadasivpet
502371,medak,medak,telangana,south,no,tier3,medak
502372,medak,medak,telangana,south,no,tier3,medak
502375,medak,medak,telangana,south,no,tier3,medak
502381,medak,medak,telangana,south,no,tier3,medak
503001,nizamabad,nizamabad,telangana,south,no,tier3,nizamabad
503002,nizamabad,nizamabad,telangana,south,no,tier3,nizamabad
503003,nizamabad,nizamabad,telangana,south,no,tier3,nizamabad
503101,nizamabad,nizamabad,telangana,south,no,tier3,nizamabad
503102,nizamabad,nizamabad,telangana,south,no,tier3,nizamabad
503108,nizamabad,nizamabad,telangana,south,no,tier3,nizamabad
503110,nizamabad,nizamabad,telangana,south,no,tier3,nizamabad
503111,nizamabad,nizamabad,telangana,south,no,tier3,kamareddy
503112,nizamabad,nizamabad,telangana,south,no,tier3,nizamabad
503114,nizamabad,nizamabad,telangana,south,no,tier3,nizamabad
503120,nizamabad,nizamabad,telangana,south,no,tier3,nizamabad
503122,nizamabad,nizamabad,telangana,south,no,tier3,nizamabad
503123,nizamabad,nizamabad,telangana,south,no,tier3,nizamabad
503124,nizamabad,nizamabad,telangana,south,no,tier3,nizamabad
503125,nizamabad,nizamabad,telangana,south,no,tier3,nizamabad
503144,nizamabad,nizamabad,telangana,south,no,tier3,nizamabad
503145,nizamabad,nizamabad,telangana,south,no,tier3,nizamabad
503164,nizamabad,nizamabad,telangana,south,no,tier3,nizamabad
503165,nizamabad,nizamabad,telangana,south,no,tier3,nizamabad
503174,nizamabad,nizamabad,telangana,south,no,tier3,nizamabad
503175,nizamabad,nizamabad,telangana,south,no,tier3,nizamabad
503180,nizamabad,nizamabad,telangana,south,no,tier3,nizamabad
503185,nizamabad,nizamabad,telangana,south,no,tier3,bodhan
503186,nizamabad,nizamabad,telangana,south,no,tier3,nizamabad
503187,nizamabad,nizamabad,telangana,south,no,tier3,nizamabad
503188,nizamabad,nizamabad,telangana,south,no,tier3,nizamabad
503201,nizamabad,nizamabad,telangana,south,no,tier3,nizamabad
503202,nizamabad,nizamabad,telangana,south,no,tier3,nizamabad
503206,nizamabad,nizamabad,telangana,south,no,tier3,nizamabad
503207,nizamabad,nizamabad,telangana,south,no,tier3,nizamabad
503212,nizamabad,nizamabad,telangana,south,no,tier3,nizamabad
503213,nizamabad,nizamabad,telangana,south,no,tier3,nizamabad
503217,nizamabad,nizamabad,telangana,south,no,tier3,balkonda
503218,nizamabad,nizamabad,telangana,south,no,tier3,nizamabad
503219,nizamabad,nizamabad,telangana,south,no,tier3,nizamabad
503223,nizamabad,nizamabad,telangana,south,no,tier3,nizamabad
503224,nizamabad,nizamabad,telangana,south,no,tier3,armoor
503225,nizamabad,nizamabad,telangana,south,no,tier3,nizamabad
503230,nizamabad,nizamabad,telangana,south,no,tier3,nizamabad
503235,nizamabad,nizamabad,telangana,south,no,tier3,nizamabad
503245,nizamabad,nizamabad,telangana,south,no,tier3,nizamabad
503246,nizamabad,nizamabad,telangana,south,no,tier3,nizamabad
503301,nizamabad,nizamabad,telangana,south,no,tier3,nizamabad
503302,nizamabad,nizamabad,telangana,south,no,tier3,nizamabad
503305,nizamabad,nizamabad,telangana,south,no,tier3,nizamabad
503306,nizamabad,nizamabad,telangana,south,no,tier3,nizamabad
503307,nizamabad,nizamabad,telangana,south,no,tier3,narsapur
503308,nizamabad,nizamabad,telangana,south,no,tier3,nizamabad
503309,nizamabad,nizamabad,telangana,south,no,tier3,nizamabad
503310,nizamabad,nizamabad,telangana,south,no,tier3,nizamabad
503311,nizamabad,nizamabad,telangana,south,no,tier3,nizamabad
503321,nizamabad,nizamabad,telangana,south,no,tier3,nizamabad
503322,nizamabad,nizamabad,telangana,south,no,tier3,nizamabad
504001,adilabad,adilabad,telangana,south,no,tier3,adilabad
504002,adilabad,adilabad,telangana,south,no,tier3,adilabad
504101,adilabad,adilabad,telangana,south,no,tier3,adilabad
504102,adilabad,adilabad,telangana,south,no,tier3,adilabad
504103,adilabad,adilabad,telangana,south,no,tier3,bhainsa
504104,adilabad,adilabad,telangana,south,no,tier3,narsapur
504105,adilabad,adilabad,telangana,south,no,tier3,adilabad
504106,adilabad,adilabad,telangana,south,no,tier3,nirmal
504107,adilabad,adilabad,telangana,south,no,tier3,basar
504109,adilabad,adilabad,telangana,south,no,tier3,adilabad
504110,adilabad,adilabad,telangana,south,no,tier3,adilabad
504201,adilabad,adilabad,telangana,south,no,tier3,adilabad
504202,adilabad,adilabad,telangana,south,no,tier3,adilabad
504203,adilabad,adilabad,telangana,south,no,tier3,khanapur
504204,adilabad,adilabad,telangana,south,no,tier3,chennur
504205,adilabad,adilabad,telangana,south,no,tier3,luxettipet
504206,adilabad,adilabad,telangana,south,no,tier3,luxettipet
504207,adilabad,adilabad,telangana,south,no,tier3,adilabad
504208,adilabad,adilabad,telangana,south,no,tier3,mancherial
504209,adilabad,adilabad,telangana,south,no,tier3,adilabad
504214,adilabad,adilabad,telangana,south,no,tier3,chennur
504215,adilabad,adilabad,telangana,south,no,tier3,luxettipet
504216,adilabad,adilabad,telangana,south,no,tier3,chennur
504218,adilabad,adilabad,telangana,south,no,tier3,luxettipet
504219,adilabad,adilabad,telangana,south,no,tier3,luxettipet
504220,adilabad,adilabad,telangana,south,no,tier3,luxettipet
504231,adilabad,adilabad,telangana,south,no,tier3,mandamarri
504251,adilabad,adilabad,telangana,south,no,tier3,bellampalli
504272,adilabad,adilabad,telangana,south,no,tier3,tandur
504273,adilabad,adilabad,telangana,south,no,tier3,adilabad
504292,adilabad,adilabad,telangana,south,no,tier3,adilabad
504293,adilabad,adilabad,telangana,south,no,tier3,asifabad
504294,adilabad,adilabad,telangana,south,no,tier3,asifabad
504295,adilabad,adilabad,telangana,south,no,tier3,adilabad
504296,adilabad,adilabad,telangana,south,no,tier3,sirpur kaghaznagar
504297,adilabad,adilabad,telangana,south,no,tier3,asifabad
504299,adilabad,adilabad,telangana,south,no,tier3,adilabad
504301,adilabad,adilabad,telangana,south,no,tier3,adilabad
504302,adilabad,adilabad,telangana,south,no,tier3,luxettipet
504303,adilabad,adilabad,telangana,south,no,tier3,chennur
504304,adilabad,adilabad,telangana,south,no,tier3,adilabad
504306,adilabad,adilabad,telangana,south,no,tier3,adilabad
504307,adilabad,adilabad,telangana,south,no,tier3,adilabad
504308,adilabad,adilabad,telangana,south,no,tier3,adilabad
504309,adilabad,adilabad,telangana,south,no,tier3,adilabad
504310,adilabad,adilabad,telangana,south,no,tier3,adilabad
504311,adilabad,adilabad,telangana,south,no,tier3,adilabad
504312,adilabad,adilabad,telangana,south,no,tier3,adilabad
504313,adilabad,adilabad,telangana,south,no,tier3,adilabad
504323,adilabad,adilabad,telangana,south,no,tier3,adilabad
504346,adilabad,adilabad,telangana,south,no,tier3,adilabad
505001,karim nagar,karim nagar,telangana,south,no,tier3,karimnagar
505002,karim nagar,karim nagar,telangana,south,no,tier3,karimnagar
505101,karim nagar,karim nagar,telangana,south,no,tier3,kurnool
505102,karim nagar,karim nagar,telangana,south,no,tier3,karimnagar
505122,karim nagar,karim nagar,telangana,south,no,tier3,jammikunta
505129,karim nagar,karim nagar,telangana,south,no,tier3,karimnagar
505152,karim nagar,karim nagar,telangana,south,no,tier3,karimnagar
505153,karim nagar,karim nagar,telangana,south,no,tier3,karimnagar
505162,karim nagar,karim nagar,telangana,south,no,tier3,karimnagar
505172,karim nagar,karim nagar,telangana,south,no,tier3,peddapally
505174,karim nagar,karim nagar,telangana,south,no,tier3,karimnagar
505184,karim nagar,karim nagar,telangana,south,no,tier3,manthani
505185,karim nagar,karim nagar,telangana,south,no,tier3,karimnagar
505186,karim nagar,karim nagar,telangana,south,no,tier3,karimnagar
505187,karim nagar,karim nagar,telangana,south,no,tier3,karimnagar
505188,karim nagar,karim nagar,telangana,south,no,tier3,adivarampet
505208,karim nagar,karim nagar,telangana,south,no,tier3,ramagundam
505209,karim nagar,karim nagar,telangana,south,no,tier3,godavarikhani
505210,karim nagar,karim nagar,telangana,south,no,tier3,godavarikhani
505211,karim nagar,karim nagar,telangana,south,no,tier3,godavarikhani
505212,karim nagar,karim nagar,telangana,south,no,tier3,karimnagar
505214,karim nagar,karim nagar,telangana,south,no,tier3,karimnagar
505215,karim nagar,karim nagar,telangana,south,no,tier3,karimnagar
505301,karim nagar,karim nagar,telangana,south,no,tier3,sircilla
505302,karim nagar,karim nagar,telangana,south,no,tier3,vemulawada
505303,karim nagar,karim nagar,telangana,south,no,tier3,karimnagar
505304,karim nagar,karim nagar,telangana,south,no,tier3,karimnagar
505305,karim nagar,karim nagar,telangana,south,no,tier3,karimnagar
505306,karim nagar,karim nagar,telangana,south,no,tier3,karimnagar
505307,karim nagar,karim nagar,telangana,south,no,tier3,karimnagar
505325,karim nagar,karim nagar,telangana,south,no,tier3,metpally
505326,karim nagar,karim nagar,telangana,south,no,tier3,korutla
505327,karim nagar,karim nagar,telangana,south,no,tier3,jagtial
505330,karim nagar,karim nagar,telangana,south,no,tier3,karimnagar
505331,karim nagar,karim nagar,telangana,south,no,tier3,krishna
505401,karim nagar,karim nagar,telangana,south,no,tier3,karimnagar
505402,karim nagar,karim nagar,telangana,south,no,tier3,karimnagar
505403,karim nagar,karim nagar,telangana,south,no,tier3,karimnagar
505404,karim nagar,karim nagar,telangana,south,no,tier3,karimnagar
505405,karim nagar,karim nagar,telangana,south,no,tier3,karimnagar
505415,karim nagar,karim nagar,telangana,south,no,tier3,karimnagar
505416,karim nagar,karim nagar,telangana,south,no,tier3,karimnagar
505425,karim nagar,karim nagar,telangana,south,no,tier3,dharmapuri
505445,karim nagar,karim nagar,telangana,south,no,tier3,karimnagar
505450,karim nagar,karim nagar,telangana,south,no,tier3,ibrahimpatnam
505451,karim nagar,karim nagar,telangana,south,no,tier3,karimnagar
505452,karim nagar,karim nagar,telangana,south,no,tier3,karimnagar
505453,karim nagar,karim nagar,telangana,south,no,tier3,karimnagar
505454,karim nagar,karim nagar,telangana,south,no,tier3,karimnagar
505455,karim nagar,karim nagar,telangana,south,no,tier3,karimnagar
505460,karim nagar,karim nagar,telangana,south,no,tier3,karimnagar
505462,karim nagar,karim nagar,telangana,south,no,tier3,karimnagar
505466,karim nagar,karim nagar,telangana,south,no,tier3,husnabad
505467,karim nagar,karim nagar,telangana,south,no,tier3,husnabad
505468,karim nagar,karim nagar,telangana,south,no,tier3,huzurabad
505469,karim nagar,karim nagar,telangana,south,no,tier3,karimnagar
505470,karim nagar,karim nagar,telangana,south,no,tier3,karimnagar
505471,karim nagar,karim nagar,telangana,south,no,tier3,karimnagar
505472,karim nagar,karim nagar,telangana,south,no,tier3,karimnagar
505473,karim nagar,karim nagar,telangana,south,no,tier3,karimnagar
505474,karim nagar,karim nagar,telangana,south,no,tier3,karimnagar
505475,karim nagar,karim nagar,telangana,south,no,tier3,karimnagar
505476,karim nagar,karim nagar,telangana,south,no,tier3,karimnagar
505480,karim nagar,karim nagar,telangana,south,no,tier3,karimnagar
505481,karim nagar,karim nagar,telangana,south,no,tier3,karimnagar
505490,karim nagar,karim nagar,telangana,south,no,tier3,karimnagar
505497,karim nagar,karim nagar,telangana,south,no,tier3,karimnagar
505498,karim nagar,karim nagar,telangana,south,no,tier3,karimnagar
505501,karim nagar,karim nagar,telangana,south,no,tier3,karimnagar
505502,karim nagar,karim nagar,telangana,south,no,tier3,karimnagar
505503,karim nagar,karim nagar,telangana,south,no,tier3,karimnagar
505504,karim nagar,karim nagar,telangana,south,no,tier3,karimnagar
505505,karim nagar,karim nagar,telangana,south,no,tier3,karimnagar
505514,karim nagar,karim nagar,telangana,south,no,tier3,karimnagar
505524,karim nagar,karim nagar,telangana,south,no,tier3,karimnagar
505525,karim nagar,karim nagar,telangana,south,no,tier3,karimnagar
505526,karim nagar,karim nagar,telangana,south,no,tier3,karimnagar
505527,karim nagar,karim nagar,telangana,south,no,tier3,karimnagar
505528,karim nagar,karim nagar,telangana,south,no,tier3,karimnagar
505529,karim nagar,karim nagar,telangana,south,no,tier3,karimnagar
505530,karim nagar,karim nagar,telangana,south,no,tier3,kurnool
505531,karim nagar,karim nagar,telangana,south,no,tier3,karimnagar
505532,karim nagar,karim nagar,telangana,south,no,tier3,karimnagar
506001,warangal,warangal,telangana,south,no,tier3,warangal
506002,warangal,warangal,telangana,south,no,tier3,warangal
506003,warangal,warangal,telangana,south,no,tier3,warangal
506004,warangal,warangal,telangana,south,no,tier3,warangal
506005,warangal,warangal,telangana,south,no,tier3,warangal
506006,warangal,warangal,telangana,south,no,tier3,warangal
506007,warangal,warangal,telangana,south,no,tier3,warangal
506008,warangal,warangal,telangana,south,no,tier3,warangal
506009,warangal,warangal,telangana,south,no,tier3,warangal
506011,warangal,warangal,telangana,south,no,tier3,warangal
506013,warangal,warangal,telangana,south,no,tier3,warangal
506015,warangal,warangal,telangana,south,no,tier3,warangal
506101,warangal,warangal,telangana,south,no,tier3,mahabubabad
506102,mahabubabad,mahabubabad,telangana,south,no,tier3,warangal
506103,mahabubabad,mahabubabad,telangana,south,no,tier3,warangal
506104,warangal,warangal,telangana,south,no,tier3,warangal
506105,warangal,warangal,telangana,south,no,tier3,warangal
506112,warangal,warangal,telangana,south,no,tier3,warangal
506122,warangal,warangal,telangana,south,no,tier3,warangal
506132,warangal,warangal,telangana,south,no,tier3,narsampet
506134,warangal,warangal,telangana,south,no,tier3,gudur
506135,warangal,warangal,telangana,south,no,tier3,warangal
506142,warangal,warangal,telangana,south,no,tier3,warangal
506143,warangal,warangal,telangana,south,no,tier3,warangal
506144,warangal,warangal,telangana,south,no,tier3,warangal
506145,warangal,warangal,telangana,south,no,tier3,warangal
506146,warangal,warangal,telangana,south,no,tier3,warangal
506151,warangal,warangal,telangana,south,no,tier3,warangal
506163,warangal,warangal,telangana,south,no,tier3,thorrur
506164,warangal,warangal,telangana,south,no,tier3,parkal
506165,warangal,warangal,telangana,south,no,tier3,warangal
506166,warangal,warangal,telangana,south,no,tier3,warangal
506167,warangal,warangal,telangana,south,no,tier3,jangaon
506168,warangal,warangal,telangana,south,no,tier3,warangal
506169,warangal,warangal,telangana,south,no,tier3,bhupalapalli
506170,warangal,warangal,telangana,south,no,tier3,warangal
506172,warangal,warangal,telangana,south,no,tier3,warangal
506175,warangal,warangal,telangana,south,no,tier3,jangaon
506201,warangal,warangal,telangana,south,no,tier3,warangal
506221,warangal,warangal,telangana,south,no,tier3,warangal
506222,warangal,warangal,telangana,south,no,tier3,warangal
506223,warangal,warangal,telangana,south,no,tier3,warangal
506224,warangal,warangal,telangana,south,no,tier3,warangal
506244,warangal,warangal,telangana,south,no,tier3,warangal
506252,warangal,warangal,telangana,south,no,tier3,warangal
506301,warangal,warangal,telangana,south,no,tier3,warangal
506302,warangal,warangal,telangana,south,no,tier3,warangal
506303,warangal,warangal,telangana,south,no,tier3,warangal
506310,warangal,warangal,telangana,south,no,tier3,warangal
506313,warangal,warangal,telangana,south,no,tier3,warangal
506314,warangal,warangal,telangana,south,no,tier3,warangal
506315,warangal,warangal,telangana,south,no,tier3,warangal
506316,warangal,warangal,telangana,south,no,tier3,warangal
506317,warangal,warangal,telangana,south,no,tier3,warangal
506318,warangal,warangal,telangana,south,no,tier3,warangal
506319,warangal,warangal,telangana,south,no,tier3,warangal
506324,warangal,warangal,telangana,south,no,tier3,warangal
506329,warangal,warangal,telangana,south,no,tier3,warangal
506330,warangal,warangal,telangana,south,no,tier3,warangal
506331,warangal,warangal,telangana,south,no,tier3,warangal
506332,warangal,warangal,telangana,south,no,tier3,warangal
506342,warangal,warangal,telangana,south,no,tier3,warangal
506343,warangal,warangal,telangana,south,no,tier3,warangal
506344,warangal,warangal,telangana,south,no,tier3,warangal
506345,warangal,warangal,telangana,south,no,tier3,warangal
506347,warangal,warangal,telangana,south,no,tier3,warangal
506348,warangal,warangal,telangana,south,no,tier3,warangal
506349,warangal,warangal,telangana,south,no,tier3,warangal
506352,warangal,warangal,telangana,south,no,tier3,warangal
506355,warangal,warangal,telangana,south,no,tier3,warangal
506356,warangal,warangal,telangana,south,no,tier3,warangal
506365,warangal,warangal,telangana,south,no,tier3,warangal
506366,warangal,warangal,telangana,south,no,tier3,warangal
506367,warangal,warangal,telangana,south,no,tier3,warangal
506368,warangal,warangal,telangana,south,no,tier3,warangal
506369,warangal,warangal,telangana,south,no,tier3,warangal
506370,warangal,warangal,telangana,south,no,tier3,warangal
506371,warangal,warangal,telangana,south,no,tier3,warangal
506381,warangal,warangal,telangana,south,no,tier3,warangal
506391,warangal,warangal,telangana,south,no,tier3,warangal
507001,khammam,khammam,telangana,south,no,tier3,khammam
507002,khammam,khammam,telangana,south,no,tier3,khammam
507003,khammam,khammam,telangana,south,no,tier3,khammam
507101,khammam,khammam,telangana,south,no,tier3,kothagudem
507103,khammam,khammam,telangana,south,no,tier3,khammam
507111,khammam,khammam,telangana,south,no,tier3,bhadrachalam
507113,khammam,khammam,telangana,south,no,tier3,khammam
507114,khammam,khammam,telangana,south,no,tier3,khammam
507115,khammam,khammam,telangana,south,no,tier3,paloncha
507116,khammam,khammam,telangana,south,no,tier3,aswapuram
507117,khammam,khammam,telangana,south,no,tier3,manuguru
507118,khammam,khammam,telangana,south,no,tier3,khammam
507119,khammam,khammam,telangana,south,no,tier3,khammam
507120,khammam,khammam,telangana,south,no,tier3,khammam
507121,khammam,khammam,telangana,south,no,tier3,khammam
507122,khammam,khammam,telangana,south,no,tier3,khammam
507123,khammam,khammam,telangana,south,no,tier3,yellandu
507124,khammam,khammam,telangana,south,no,tier3,khammam
507125,khammam,khammam,telangana,south,no,tier3,khammam
507128,khammam,khammam,telangana,south,no,tier3,sarapaka
507129,khammam,khammam,telangana,south,no,tier3,khammam
507130,east godavari,east godavari,andhra pradesh,south,no,tier3,khammam
507133,khammam,khammam,telangana,south,no,tier3,khammam
507134,khammam,khammam,telangana,south,no,tier3,khammam
507135,khammam,khammam,telangana,south,no,tier3,khammam
507136,khammam,khammam,telangana,south,no,tier3,khammam
507137,khammam,khammam,telangana,south,no,tier3,khammam
507138,khammam,khammam,telangana,south,no,tier3,khammam
507140,khammam,khammam,telangana,south,no,tier3,khammam
507154,khammam,khammam,telangana,south,no,tier3,palwancha
507157,khammam,khammam,telangana,south,no,tier3,khammam
507158,khammam,khammam,telangana,south,no,tier3,khammam
507159,khammam,khammam,telangana,south,no,tier3,khammam
507160,khammam,khammam,telangana,south,no,tier3,khammam
507161,khammam,khammam,telangana,south,no,tier3,khammam
507163,khammam,khammam,telangana,south,no,tier3,khammam
507164,khammam,khammam,telangana,south,no,tier3,khammam
507165,khammam,khammam,telangana,south,no,tier3,wyra
507166,khammam,khammam,telangana,south,no,tier3,khammam
507167,khammam,khammam,telangana,south,no,tier3,khammam
507168,khammam,khammam,telangana,south,no,tier3,khammam
507169,khammam,khammam,telangana,south,no,tier3,khammam
507170,khammam,khammam,telangana,south,no,tier3,khammam
507182,khammam,khammam,telangana,south,no,tier3,khammam
507183,khammam,khammam,telangana,south,no,tier3,khammam
507201,khammam,khammam,telangana,south,no,tier3,khammam
507202,khammam,khammam,telangana,south,no,tier3,khammam
507203,khammam,khammam,telangana,south,no,tier3,madhira
507204,khammam,khammam,telangana,south,no,tier3,khammam
507208,khammam,khammam,telangana,south,no,tier3,khammam
507209,khammam,khammam,telangana,south,no,tier3,kallur
507210,khammam,khammam,telangana,south,no,tier3,khammam
507211,khammam,khammam,telangana,south,no,tier3,khammam
507301,khammam,khammam,telangana,south,no,tier3,khammam
507302,khammam,khammam,telangana,south,no,tier3,khammam
507303,khammam,khammam,telangana,south,no,tier3,sathupally
507304,khammam,khammam,telangana,south,no,tier3,khammam
507305,khammam,khammam,telangana,south,no,tier3,khammam
507306,khammam,khammam,telangana,south,no,tier3,dammapeta
507316,khammam,khammam,telangana,south,no,tier3,khammam
507318,khammam,khammam,telangana,south,no,tier3,khammam
508001,nalgonda,nalgonda,telangana,south,no,tier3,nalgonda
508002,nalgonda,nalgonda,telangana,south,no,tier3,nalgonda
508004,nalgonda,nalgonda,telangana,south,no,tier3,nalgonda
508101,nalgonda,nalgonda,telangana,south,no,tier3,nalgonda
508105,nalgonda,nalgonda,telangana,south,no,tier3,nalgonda
508111,nalgonda,nalgonda,telangana,south,no,tier3,nalgonda
508112,nalgonda,nalgonda,telangana,south,no,tier3,nalgonda
508113,nalgonda,nalgonda,telangana,south,no,tier3,nalgonda
508114,nalgonda,nalgonda,telangana,south,no,tier3,nalgonda
508115,nalgonda,nalgonda,telangana,south,no,tier3,nalgonda
508116,nalgonda,nalgonda,telangana,south,no,tier3,bhongir
508117,nalgonda,nalgonda,telangana,south,no,tier3,nalgonda
508126,nalgonda,nalgonda,telangana,south,no,tier3,nalgonda
508201,nalgonda,nalgonda,telangana,south,no,tier3,nalgonda
508202,nalgonda,nalgonda,telangana,south,no,tier3,nalgonda
508204,nalgonda,nalgonda,telangana,south,no,tier3,huzurnagar
508205,nalgonda,nalgonda,telangana,south,no,tier3,nalgonda
508206,nalgonda,nalgonda,telangana,south,no,tier3,kodad
508207,nalgonda,nalgonda,telangana,south,no,tier3,miryalaguda
508208,nalgonda,nalgonda,telangana,south,no,tier3,nalgonda
508210,nalgonda,nalgonda,telangana,south,no,tier3,nalgonda
508211,nalgonda,nalgonda,telangana,south,no,tier3,nalgonda
508212,nalgonda,nalgonda,telangana,south,no,tier3,nalgonda
508213,nalgonda,nalgonda,telangana,south,no,tier3,suryapet
508214,nalgonda,nalgonda,telangana,south,no,tier3,nalgonda
508217,nalgonda,nalgonda,telangana,south,no,tier3,nalgonda
508218,nalgonda,nalgonda,telangana,south,no,tier3,nalgonda
508221,nalgonda,nalgonda,telangana,south,no,tier3,nalgonda
508223,nalgonda,nalgonda,telangana,south,no,tier3,nalgonda
508224,nalgonda,nalgonda,telangana,south,no,tier3,nalgonda
508233,nalgonda,nalgonda,telangana,south,no,tier3,nalgonda
508234,nalgonda,nalgonda,telangana,south,no,tier3,nalgonda
508238,nalgonda,nalgonda,telangana,south,no,tier3,nalgonda
